Country,AnalysisType,CandidateTreatmentYear,Year,Gap,RMSPE_Pre,RMSPE_Post,RMSPE_Ratio
NZ,placebo,2007,2023,557.4536702960759,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2008,2008,-2319.523600353503,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2009,-2025.6086365861775,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2010,-2103.903547628186,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2011,-1440.1791352684959,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2012,-653.1068299922263,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2013,1095.2793055544753,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2014,2708.3815918845794,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2015,3179.269542924638,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2016,2082.8360976162803,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2017,416.0210802533038,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2018,810.6653767979296,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2019,287.7623773381056,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2020,210.55670608754008,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2021,-1468.6673340094276,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2022,-1759.928032118769,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2008,2023,-1572.3207880241534,2660.8490479898223,1733.4070427526956,0.6514488463981915
NZ,placebo,2009,2009,-2048.0620782185288,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2010,-2127.209704991161,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2011,-1463.0777107472531,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2012,-678.0308431377707,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2013,1066.5734114318184,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2014,2680.463731595868,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2015,3145.305050167168,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2016,2043.625165637357,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2017,375.2776415286571,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2018,769.9142112532572,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2019,247.0252955132746,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2020,169.88908071965125,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2021,-1505.8604725017212,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2022,-1803.7470972186275,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,placebo,2009,2023,-1623.0322705155704,2646.79432323024,1687.0200957818956,0.6373823915879484
NZ,actual,2011,2011,-1529.610187530765,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2012,-747.8989514734494,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2013,980.5478684135742,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2014,2603.819973759091,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2015,3039.339165670419,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2016,1908.24038029019,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2017,233.22491156159958,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2018,627.4753757702711,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2019,102.71182971158123,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2020,31.43960447920108,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2021,-1642.6738842070117,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2022,-1969.8926519573288,2627.5257646269515,1614.180823459181,0.6143349173546002
NZ,actual,2011,2023,-1820.6174548736453,2627.5257646269515,1614.180823459181,0.6143349173546002
